Station Code,State,District,Block,Latitude,Longitude,Month,Groundwater Level,Avg Temperature (°C),Total Rainfall (mm),Soil pH,Clay (%),Sand (%),Silt (%),Organic Carbon (g/kg),Nitrogen (g/kg)
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2023-05,31.56,25.59045698924731,102.5,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2023-06,32.15,25.037916666666664,70.3,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2023-07,24.3,22.83077956989247,123.0,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2023-08,26.2,24.205241935483873,52.7,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2023-09,24.55,23.278194444444445,132.3,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2023-10,25.56,23.951075268817203,37.9,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2023-11,25.22,22.66888888888889,114.0,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2023-12,24.27,21.718279569892474,8.1,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-01,26.76,22.022311827956987,5.2,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-02,27.32,24.3073275862069,0.2,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-03,26.4,27.375806451612902,0.0,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-04,28.39,29.589583333333334,0.0,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-05,27.7,26.825,158.7,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-06,27.69,23.931111111111115,140.5,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-07,25.66,22.845967741935485,191.5,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-08,23.89,23.151209677419356,227.3,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-09,22.97,23.180555555555557,80.7,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-10,21.94,22.44798387096774,234.20000000000002,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-11,21.28,21.751527777777778,42.300000000000004,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2024-12,18.89,21.513978494623654,78.8,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-01,23.24,20.25752688172043,7.1000000000000005,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-02,40.63,22.632886904761904,0.0,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-03,25.82,25.83010752688172,10.2,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-04,21.07,26.17888888888889,31.2,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-05,22.83,24.781854838709677,128.4,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-06,21.09,23.73041666666667,67.9,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-07,24.07,22.910483870967745,168.3,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-08,24.19,22.343010752688173,197.0,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-09,23.85,22.479166666666668,121.0,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-10,22.18,22.29045698924731,243.20000000000002,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-11,24.12,21.261805555555554,29.900000000000002,6.7,16.2,66.7,11.9,18.3,0.7
10627,Karnataka,Bengaluru Rural,Dod Ballapur,13.211,77.45,2025-12,25.72,19.482258064516127,14.3,6.7,16.2,66.7,11.9,18.3,0.7
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2022-11,19.06,20.515694444444442,85.9,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2022-12,18.34,20.308736559139785,47.1,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-01,19.07,20.104569892473116,0.7000000000000001,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-02,20.0,22.580654761904764,0.0,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-03,20.0,24.668413978494623,5.0,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-04,21.57,26.928055555555556,8.6,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-05,20.96,25.561155913978496,108.2,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-06,21.07,25.11486111111111,66.5,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-07,18.7,22.826075268817203,137.8,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-08,20.2,24.219489247311827,64.3,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-09,19.42,23.267083333333332,112.60000000000001,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-10,19.91,24.022311827956987,41.9,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-11,18.43,22.552222222222223,94.5,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2023-12,19.51,21.445564516129032,10.9,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-01,19.95,21.81478494623656,3.4,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-02,20.52,24.16048850574713,0.7,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-03,20.7,27.20416666666667,0.2,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-04,22.72,29.435694444444444,0.0,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-05,21.3,26.766801075268816,167.0,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-06,23.51,23.951944444444447,143.0,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-07,22.04,22.808467741935484,187.0,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-08,21.12,23.137634408602153,241.2,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-09,21.89,23.108194444444447,79.4,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-10,19.62,22.401209677419356,202.9,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-11,20.45,21.58861111111111,40.2,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2024-12,19.02,21.267338709677418,80.0,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-01,20.58,20.001344086021504,4.6,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-02,12.81,22.229464285714286,0.0,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-03,26.34,25.484139784946237,5.7,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-04,20.99,25.967499999999998,18.1,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-05,23.24,24.754166666666666,125.3,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-06,23.09,23.747638888888886,73.2,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-07,23.33,22.914247311827957,158.5,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-08,21.84,22.373521505376345,208.4,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-09,19.35,22.47513888888889,115.10000000000001,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-10,18.92,22.261021505376345,227.2,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-11,3.68,21.132916666666667,32.0,6.4,13.6,59.2,13.6,9.2,0.86
10628,Karnataka,Bengaluru Rural,Dod Ballapur,13.2667,77.533,2025-12,4.7,19.41491935483871,7.3,6.4,13.6,59.2,13.6,9.2,0.86
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-02,29.0,22.659970238095237,0.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-03,29.0,25.301478494623655,4.3,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-04,33.5,26.502499999999998,22.599999999999998,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-05,36.07,24.341263440860217,157.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-06,34.63,23.475416666666664,110.8,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-07,29.66,22.404301075268815,158.3,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-08,28.74,22.36948924731183,232.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-09,24.48,22.386805555555554,101.3,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-10,22.73,21.517204301075267,159.5,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-11,19.4,20.515694444444442,85.9,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2022-12,19.64,20.308736559139785,47.1,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-01,22.2,20.104569892473116,0.7000000000000001,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-02,24.12,22.580654761904764,0.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-03,24.5,24.668413978494623,5.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-04,26.21,26.928055555555556,8.6,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-05,27.48,25.561155913978496,108.2,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-06,27.69,25.11486111111111,66.5,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-07,24.1,22.826075268817203,137.8,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-08,27.3,24.219489247311827,64.3,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-09,28.43,23.267083333333332,112.60000000000001,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-10,26.43,24.022311827956987,41.9,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-11,25.64,22.552222222222223,94.5,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2023-12,26.73,21.445564516129032,10.9,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-01,17.14,21.81478494623656,3.4,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-02,18.83,24.16048850574713,0.7,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-03,31.9,27.20416666666667,0.2,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-04,35.74,29.435694444444444,0.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-05,35.5,26.766801075268816,167.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-06,36.54,23.951944444444447,143.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-07,36.11,22.808467741935484,187.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-08,31.49,23.137634408602153,241.2,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-09,28.5,23.108194444444447,79.4,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-10,30.04,22.401209677419356,202.9,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-11,27.64,21.58861111111111,40.2,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2024-12,23.01,21.267338709677418,80.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-01,27.45,20.001344086021504,4.6,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-02,30.39,22.229464285714286,0.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-03,33.57,25.484139784946237,5.7,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-04,30.63,25.967499999999998,18.1,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-05,34.85,24.754166666666666,125.3,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-06,33.69,23.747638888888886,73.2,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-07,35.27,22.914247311827957,158.5,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-08,34.73,22.373521505376345,208.4,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-09,26.89,22.47513888888889,115.10000000000001,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-10,24.18,22.261021505376345,227.2,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-11,18.08,21.132916666666667,32.0,6.4,15.5,62.1,12.6,8.3,0.88
10629,Karnataka,Bengaluru Rural,Dod Ballapur,13.277,77.555,2025-12,17.18,19.41491935483871,7.3,6.4,15.5,62.1,12.6,8.3,0.88
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2022-03,31.0,25.265725806451613,6.5,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2022-09,20.39,22.297083333333333,108.6,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2022-10,7.1,21.48145161290323,155.1,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2022-11,5.7,20.561944444444446,93.5,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2022-12,22.07,20.409005376344084,56.5,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-01,19.25,20.244086021505378,0.5,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-02,21.25,22.644494047619048,0.0,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-03,28.26,24.704704301075267,6.5,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-04,20.2,27.122083333333336,24.3,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-05,28.07,25.566532258064516,101.9,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-06,29.06,25.022222222222222,66.9,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-07,34.9,22.742473118279573,129.6,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-08,29.9,24.122849462365593,51.6,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-09,29.89,23.19458333333333,117.7,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-10,31.65,23.92782258064516,62.2,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-11,31.86,22.56125,107.0,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2023-12,32.68,21.495967741935484,9.1,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-01,33.19,21.88817204301075,9.200000000000001,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-02,45.12,24.232614942528738,0.0,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-03,63.78,27.299193548387095,0.1,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-04,69.92,29.52041666666667,0.0,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-05,48.1,26.791801075268815,169.4,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-06,67.03,23.869444444444444,142.6,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-07,39.2,22.717741935483872,183.2,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-08,37.18,23.06787634408602,252.1,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-09,42.46,23.039583333333333,76.0,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-10,35.64,22.34287634408602,211.3,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-11,32.44,21.522222222222222,42.4,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2024-12,34.14,21.27701612903226,86.7,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-01,55.22,20.04448924731183,7.8,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-02,50.92,22.351934523809526,0.0,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-03,54.83,25.702419354838707,9.4,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-04,59.82,26.08208333333333,31.099999999999998,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-05,48.98,24.661290322580644,135.0,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-06,51.44,23.59916666666667,77.8,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-07,55.63,22.7619623655914,146.9,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-08,59.74,22.248924731182797,193.9,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-09,57.78,22.361666666666665,120.3,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-10,56.57,22.182526881720428,240.0,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-11,65.45,21.027083333333334,34.5,6.1,16.2,72.0,11.1,8.2,0.82
10630,Karnataka,Bengaluru Rural,Dod Ballapur,13.285,77.423,2025-12,63.95,19.268145161290324,11.1,6.1,16.2,72.0,11.1,8.2,0.82
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2022-11,5.91,20.515694444444442,85.9,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2022-12,4.14,20.308736559139785,47.1,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-01,4.66,20.104569892473116,0.7000000000000001,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-02,3.74,22.580654761904764,0.0,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-03,5.12,24.668413978494623,5.0,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-04,6.44,26.928055555555556,8.6,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-05,4.88,25.561155913978496,108.2,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-06,0.2,25.11486111111111,66.5,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-07,4.2,22.826075268817203,137.8,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-08,6.0,24.219489247311827,64.3,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-09,4.78,23.267083333333332,112.60000000000001,6.3,15.4,59.6,13.5,8.8,0.8
10631,Karnataka,Bengaluru Rural,Dod Ballapur,13.2288,77.5252,2023-10,0.5,24.022311827956987,41.9,6.3,15.4,59.6,13.5,8.8,0.8
